Time (sec),ADC Value (decimal),Light Intensity (%)
5.467206001281738,1023.0,100.0
5.496491193771362,1023.0,100.0
5.525623083114624,1023.0,100.0
5.5549352169036865,1023.0,100.0
5.583930969238281,1023.0,100.0
5.613074064254761,1023.0,100.0
5.642236948013306,1023.0,100.0
5.67148494720459,1023.0,100.0
5.70091700553894,1023.0,100.0
5.729949951171875,1023.0,100.0
5.759135007858276,1023.0,100.0
5.788285970687866,1023.0,100.0
5.817566156387329,1023.0,100.0
5.846673011779785,1023.0,100.0
5.875936031341553,1023.0,100.0
5.904977083206177,1023.0,100.0
5.9340739250183105,1023.0,100.0
5.963356971740723,1023.0,100.0
5.992607116699219,1023.0,100.0
6.021935939788818,1023.0,100.0
6.050979137420654,1023.0,100.0
6.080164194107056,1023.0,100.0
6.1094160079956055,1023.0,100.0
6.138660907745361,1023.0,100.0
6.167825937271118,1023.0,100.0
6.19697904586792,1023.0,100.0
6.226127862930298,1023.0,100.0
6.255204200744629,1023.0,100.0
6.284428119659424,1023.0,100.0
6.313697099685669,1023.0,100.0
6.342966079711914,1023.0,100.0
6.3720550537109375,1023.0,100.0
6.401249170303345,1023.0,100.0
6.430459022521973,1023.0,100.0
6.459701061248779,1023.0,100.0
6.488847970962524,1023.0,100.0
6.518059015274048,1023.0,100.0
6.547173976898193,1023.0,100.0
6.5762481689453125,1023.0,100.0
6.6054911613464355,1023.0,100.0
6.634881019592285,1023.0,100.0
6.6641459465026855,1023.0,100.0
6.693199157714844,1023.0,100.0
6.722373008728027,1023.0,100.0
6.7515459060668945,1023.0,100.0
6.780869007110596,1023.0,100.0
6.8099260330200195,1023.0,100.0
6.839187145233154,1023.0,100.0
6.868283033370972,1023.0,100.0
6.89738917350769,1023.0,100.0
6.926605224609375,1023.0,100.0
6.955986976623535,1023.0,100.0
6.985165119171143,1023.0,100.0
7.014318943023682,1023.0,100.0
7.043507099151611,1023.0,100.0
7.072644233703613,1023.0,100.0
7.101978063583374,1023.0,100.0
7.1309521198272705,1023.0,100.0
7.160245180130005,1023.0,100.0
7.189324140548706,1023.0,100.0
7.218424081802368,1023.0,100.0
7.2476959228515625,1023.0,100.0
7.276959180831909,1023.0,100.0
7.306229114532471,1023.0,100.0
7.335299253463745,1023.0,100.0
7.364514112472534,1023.0,100.0
7.393671989440918,1023.0,100.0
7.422974109649658,1023.0,100.0
7.452048063278198,1023.0,100.0
7.481292247772217,1023.0,100.0
7.510389089584351,1023.0,100.0
7.539501190185547,1023.0,100.0
7.568724155426025,1023.0,100.0
7.5979931354522705,1023.0,100.0
7.627345085144043,1023.0,100.0
7.656412124633789,1023.0,100.0
7.685601234436035,1023.0,100.0
7.714837074279785,1023.0,100.0
7.744038105010986,1023.0,100.0
7.773135185241699,1023.0,100.0
7.802438020706177,1023.0,100.0
7.83151912689209,1023.0,100.0
7.860697984695435,1023.0,100.0
7.8900110721588135,1023.0,100.0
7.919198036193848,1023.0,100.0
7.948407173156738,1023.0,100.0
7.977492094039917,1023.0,100.0
8.006715059280396,1023.0,100.0
8.035898923873901,1023.0,100.0
8.065166234970093,1023.0,100.0
8.094265222549438,1023.0,100.0
8.123493909835815,1023.0,100.0
8.152629137039185,1023.0,100.0
8.181967973709106,980.0,95.0
8.211174011230469,892.0,87.0
8.240424156188965,836.0,81.0
8.269684076309204,743.0,72.0
8.298900127410889,717.0,70.0
8.328361988067627,701.0,68.0
8.357636213302612,725.0,70.0
8.38710618019104,709.0,69.0
8.41636610031128,725.0,70.0
8.445911169052124,725.0,70.0
8.475189208984375,727.0,71.0
8.50452995300293,727.0,71.0
8.53382420539856,727.0,71.0
8.56303596496582,727.0,71.0
8.592581987380981,724.0,70.0
8.621968984603882,725.0,70.0
8.6510910987854,709.0,69.0
8.680451154708862,725.0,70.0
8.709830045700073,708.0,69.0
8.73904800415039,720.0,70.0
8.768378973007202,701.0,68.0
8.797561168670654,724.0,70.0
8.826686143875122,701.0,68.0
8.855974912643433,720.0,70.0
8.885287046432495,724.0,70.0
8.914635181427002,725.0,70.0
8.943891048431396,724.0,70.0
8.973018884658813,727.0,71.0
9.002366065979004,724.0,70.0
9.031604051589966,700.0,68.0
9.060966968536377,688.0,67.0
9.090165138244629,652.0,63.0
9.119489192962646,620.0,60.0
9.148720979690552,545.0,53.0
9.178229093551636,476.0,46.0
9.207364082336426,407.0,39.0
9.236687183380127,308.0,30.0
9.26594591140747,252.0,24.0
9.295267105102539,199.0,19.0
9.324517965316772,164.0,16.0
9.35397720336914,142.0,13.0
9.383238077163696,129.0,12.0
9.412595987319946,128.0,12.0
9.441895008087158,132.0,12.0
9.471105098724365,129.0,12.0
9.500385046005249,131.0,12.0
9.529507160186768,129.0,12.0
9.558897972106934,128.0,12.0
9.588082075119019,129.0,12.0
9.617584943771362,128.0,12.0
9.646830081939697,128.0,12.0
9.676265001296997,121.0,11.0
9.705488920211792,79.0,7.0
9.734953165054321,22.0,2.0
9.763209104537964,0.0,0.0
9.791572093963623,0.0,0.0
9.81989312171936,0.0,0.0
9.848185300827026,0.0,0.0
9.876536130905151,0.0,0.0
9.904923915863037,0.0,0.0
9.93320918083191,0.0,0.0
9.961596012115479,0.0,0.0
9.989898204803467,0.0,0.0
10.018177032470703,0.0,0.0
10.046457290649414,0.0,0.0
10.074687004089355,0.0,0.0
10.103129863739014,0.0,0.0
10.131464004516602,0.0,0.0
10.159825086593628,0.0,0.0
10.1880362033844,0.0,0.0
10.216384172439575,0.0,0.0
10.244644165039062,0.0,0.0
10.273044109344482,0.0,0.0
10.30137300491333,0.0,0.0
10.329637050628662,0.0,0.0
10.357975244522095,0.0,0.0
10.386206150054932,0.0,0.0
10.414473056793213,0.0,0.0
10.442893266677856,0.0,0.0
10.471105098724365,0.0,0.0
10.499575138092041,0.0,0.0
10.527908086776733,0.0,0.0
10.556303262710571,0.0,0.0
10.58456301689148,0.0,0.0
10.612894058227539,0.0,0.0
10.641167163848877,0.0,0.0
10.66950511932373,0.0,0.0
10.697865009307861,0.0,0.0
10.726054906845093,0.0,0.0
10.754396915435791,0.0,0.0
10.782737016677856,0.0,0.0
10.810979127883911,0.0,0.0
10.839324951171875,0.0,0.0
10.867663145065308,0.0,0.0
10.89598298072815,0.0,0.0
10.924199104309082,0.0,0.0
10.95255994796753,0.0,0.0
10.980901002883911,0.0,0.0
11.009135961532593,0.0,0.0
11.037355184555054,0.0,0.0
11.065596103668213,0.0,0.0
11.0939040184021,0.0,0.0
11.122254133224487,0.0,0.0
11.150512933731079,0.0,0.0
11.178884983062744,0.0,0.0
11.207113981246948,0.0,0.0
11.235538959503174,0.0,0.0
11.263901948928833,0.0,0.0
11.292224168777466,0.0,0.0
11.320500135421753,0.0,0.0
11.348801136016846,0.0,0.0
11.377094984054565,0.0,0.0
11.405349969863892,0.0,0.0
11.433699131011963,0.0,0.0
11.462043046951294,0.0,0.0
11.490339279174805,0.0,0.0
11.518700122833252,0.0,0.0
11.54692006111145,0.0,0.0
11.575397968292236,0.0,0.0
11.603852033615112,0.0,0.0
11.632134914398193,0.0,0.0
11.66035795211792,0.0,0.0
11.688618183135986,0.0,0.0
11.717023134231567,0.0,0.0
11.745212078094482,0.0,0.0
11.773583889007568,0.0,0.0
11.801965236663818,0.0,0.0
11.8302321434021,0.0,0.0
11.85869026184082,0.0,0.0
11.886916875839233,0.0,0.0
11.915174961090088,0.0,0.0
11.943544149398804,0.0,0.0
11.971928119659424,0.0,0.0
12.000158071517944,0.0,0.0
12.028436183929443,0.0,0.0
12.056811094284058,0.0,0.0
12.085040092468262,0.0,0.0
12.113377094268799,0.0,0.0
12.14175009727478,0.0,0.0
12.170099020004272,0.0,0.0
12.19846510887146,0.0,0.0
12.22671914100647,0.0,0.0
12.255059003829956,0.0,0.0
12.283458232879639,0.0,0.0
12.311881065368652,0.0,0.0
12.340044021606445,0.0,0.0
12.368300199508667,0.0,0.0
12.396682024002075,0.0,0.0
12.424920082092285,0.0,0.0
12.453238010406494,0.0,0.0
12.481629133224487,0.0,0.0
12.509984016418457,0.0,0.0
12.538339138031006,0.0,0.0
12.566607236862183,0.0,0.0
12.594981908798218,0.0,0.0
12.623356103897095,0.0,0.0
12.651723146438599,0.0,0.0
12.680026054382324,0.0,0.0
12.708281993865967,0.0,0.0
12.736647129058838,0.0,0.0
12.7659010887146,26.0,2.0
12.79508113861084,59.0,5.0
12.82437801361084,117.0,11.0
12.853657960891724,151.0,14.0
12.882988214492798,191.0,18.0
12.91222620010376,209.0,20.0
12.94156289100647,215.0,21.0
12.970797061920166,212.0,20.0
13.00006890296936,212.0,20.0
13.029211044311523,212.0,20.0
13.058526992797852,212.0,20.0
13.087898015975952,212.0,20.0
13.117156267166138,212.0,20.0
13.14631199836731,212.0,20.0
13.175410032272339,212.0,20.0
13.204885005950928,215.0,21.0
13.23399829864502,229.0,22.0
13.263344049453735,283.0,27.0
13.29252314567566,357.0,34.0
13.321880102157593,437.0,42.0
13.35123896598816,484.0,47.0
13.380563020706177,556.0,54.0
13.409865140914917,557.0,54.0
13.439048051834106,596.0,58.0
13.46834421157837,596.0,58.0
13.497673988342285,581.0,56.0
13.527043104171753,596.0,58.0
13.556398868560791,581.0,56.0
13.585878133773804,596.0,58.0
13.615021228790283,581.0,56.0
13.644168138504028,596.0,58.0
13.67340612411499,604.0,59.0
13.702683925628662,631.0,61.0
13.732001066207886,621.0,60.0
13.761129140853882,692.0,67.0
13.790458917617798,752.0,73.0
13.819611072540283,852.0,83.0
13.849134922027588,900.0,87.0
13.878271102905273,956.0,93.0
13.907576084136963,999.0,97.0
13.936686992645264,1023.0,100.0
13.965959072113037,1023.0,100.0
13.995229959487915,1023.0,100.0
14.024508953094482,1023.0,100.0
14.053881168365479,1023.0,100.0
14.082926273345947,1023.0,100.0
14.112330198287964,1023.0,100.0
14.141544103622437,1023.0,100.0
14.170847177505493,1023.0,100.0
14.199929237365723,1023.0,100.0
14.229296922683716,1023.0,100.0
14.258405923843384,1023.0,100.0
14.287534236907959,1023.0,100.0
14.316875219345093,1023.0,100.0
14.346033096313477,1023.0,100.0
14.37529706954956,1023.0,100.0
14.404381036758423,1023.0,100.0
14.43356204032898,1023.0,100.0
14.462773084640503,1023.0,100.0
14.492030143737793,1023.0,100.0
14.521100044250488,1023.0,100.0
14.550360202789307,1023.0,100.0
14.579448223114014,1023.0,100.0
14.608662128448486,1023.0,100.0
14.637866020202637,1023.0,100.0
14.667110919952393,1023.0,100.0
14.696340084075928,1023.0,100.0
14.725431203842163,1023.0,100.0
14.754580020904541,1023.0,100.0
14.783851146697998,1023.0,100.0
14.81318712234497,1023.0,100.0
14.842268943786621,1023.0,100.0
14.871485948562622,1023.0,100.0
14.90054988861084,1023.0,100.0
14.929682970046997,1023.0,100.0
14.95888900756836,1023.0,100.0
14.988178014755249,1023.0,100.0
15.017431259155273,1023.0,100.0
15.046492099761963,1023.0,100.0
15.07570219039917,1023.0,100.0
15.10502815246582,1023.0,100.0
15.134227991104126,1023.0,100.0
15.163264036178589,1023.0,100.0
15.19254994392395,1023.0,100.0
15.221647262573242,1023.0,100.0
15.250798225402832,1023.0,100.0
15.279970169067383,1023.0,100.0
15.309225082397461,1023.0,100.0
15.338518142700195,1023.0,100.0
15.367594003677368,1023.0,100.0
15.396848917007446,1023.0,100.0
15.425966262817383,1023.0,100.0
15.45522427558899,1023.0,100.0
15.4843111038208,1023.0,100.0
15.51357388496399,1023.0,100.0
15.542664051055908,1023.0,100.0
15.571821212768555,1023.0,100.0
15.601022005081177,1023.0,100.0
15.630318880081177,1023.0,100.0
15.659466028213501,1023.0,100.0
15.688616037368774,1023.0,100.0
15.717879056930542,1023.0,100.0
15.747024059295654,1023.0,100.0
15.77628493309021,1023.0,100.0
15.805369853973389,1023.0,100.0
15.834628105163574,1023.0,100.0
15.863876104354858,1023.0,100.0
15.892822027206421,1023.0,100.0
15.922048091888428,1023.0,100.0
15.951344013214111,1023.0,100.0
15.980668067932129,1021.0,99.0
16.009834051132202,1008.0,98.0
16.039074182510376,1004.0,98.0
16.068238258361816,999.0,97.0
16.097599029541016,1004.0,98.0
16.12679409980774,999.0,97.0
16.156062126159668,999.0,97.0
16.185237169265747,1004.0,98.0
16.214354991912842,1004.0,98.0
16.243625164031982,1004.0,98.0
16.27295207977295,1004.0,98.0
16.3023099899292,1004.0,98.0
16.331450939178467,1004.0,98.0
16.36069416999817,997.0,97.0
16.38983726501465,981.0,95.0
16.419182300567627,948.0,92.0
16.44830012321472,913.0,89.0
16.477854013442993,880.0,86.0
16.506975173950195,852.0,83.0
16.536367893218994,823.0,80.0
16.56558108329773,773.0,75.0
16.59491801261902,741.0,72.0
16.62430214881897,693.0,67.0
16.653658866882324,684.0,66.0
16.683009147644043,656.0,64.0
16.712356090545654,640.0,62.0
16.741774082183838,605.0,59.0
16.77095103263855,589.0,57.0
16.800278186798096,561.0,54.0
16.829390287399292,567.0,55.0
16.858948945999146,564.0,55.0
16.888108015060425,549.0,53.0
16.917229175567627,560.0,54.0
16.9464590549469,533.0,52.0
16.975847005844116,529.0,51.0
17.005043983459473,512.0,50.0
17.03412890434265,501.0,48.0
17.063353300094604,489.0,47.0
17.10234498977661,501.0,48.0
17.122024059295654,485.0,47.0
17.151422023773193,493.0,48.0
17.18054509162903,489.0,47.0
17.2098491191864,493.0,48.0
17.239005088806152,508.0,49.0
17.26819896697998,489.0,47.0
17.297564029693604,501.0,48.0
17.32681703567505,487.0,47.0
17.35602116584778,501.0,48.0
17.38514518737793,489.0,47.0
17.414288997650146,501.0,48.0
17.44347596168518,489.0,47.0
17.47285509109497,501.0,48.0
17.502161979675293,489.0,47.0
17.531403064727783,503.0,49.0
17.560615062713623,493.0,48.0
17.589810132980347,493.0,48.0
17.61908197402954,503.0,49.0
17.64828395843506,492.0,48.0
17.67754292488098,501.0,48.0
17.706900119781494,489.0,47.0
17.736160039901733,501.0,48.0
17.765132188796997,489.0,47.0
17.794381141662598,501.0,48.0
17.82381296157837,492.0,48.0
17.853077173233032,501.0,48.0
17.882426023483276,492.0,48.0
17.911522150039673,501.0,48.0
17.940640211105347,492.0,48.0
17.969866037368774,489.0,47.0
17.999140977859497,501.0,48.0
18.02846121788025,489.0,47.0
18.057814121246338,501.0,48.0
18.08697819709778,489.0,47.0
18.116281986236572,508.0,49.0
18.145400047302246,492.0,48.0
18.174838066101074,501.0,48.0
18.204140186309814,492.0,48.0
18.233517169952393,501.0,48.0
18.262835025787354,492.0,48.0
18.29194188117981,501.0,48.0
18.32109022140503,493.0,48.0
18.35038709640503,492.0,48.0
18.379638195037842,503.0,49.0
18.40902614593506,492.0,48.0
18.438254833221436,503.0,49.0
18.467484951019287,492.0,48.0
18.496807098388672,501.0,48.0
18.525861978530884,492.0,48.0
18.555265188217163,503.0,49.0
18.584545135498047,493.0,48.0
18.613852977752686,503.0,49.0
18.643150091171265,492.0,48.0
18.672306060791016,501.0,48.0
18.70168399810791,503.0,49.0
18.730982065200806,492.0,48.0
18.760258197784424,503.0,49.0
18.78943395614624,492.0,48.0
18.81867289543152,503.0,49.0
18.847904205322266,489.0,47.0
18.877241134643555,503.0,49.0
18.906337022781372,492.0,48.0
18.93576192855835,503.0,49.0
18.965022087097168,492.0,48.0
18.994462966918945,503.0,49.0
19.023608207702637,492.0,48.0
19.052813053131104,501.0,48.0
19.08211612701416,503.0,49.0
19.111497163772583,492.0,48.0
19.140749216079712,503.0,49.0
19.169955253601074,492.0,48.0
19.199165105819702,503.0,49.0
19.228379011154175,492.0,48.0
19.257877111434937,503.0,49.0
19.286865949630737,492.0,48.0
19.31623911857605,503.0,49.0
19.345571279525757,492.0,48.0
19.37489414215088,503.0,49.0
19.404118061065674,492.0,48.0
19.433269023895264,501.0,48.0
19.462630033493042,503.0,49.0
19.4919490814209,492.0,48.0
19.521214962005615,503.0,49.0
19.55044198036194,492.0,48.0
19.579710960388184,503.0,49.0
19.608954906463623,492.0,48.0
19.63832402229309,503.0,49.0
19.66744089126587,492.0,48.0
19.69679021835327,503.0,49.0
19.726075887680054,496.0,48.0
19.755406141281128,508.0,49.0
19.784636974334717,496.0,48.0
19.81383204460144,505.0,49.0
19.84308099746704,508.0,49.0
19.87239408493042,496.0,48.0
19.90166997909546,508.0,49.0
20.427824020385742,508.0,0.0
20.954478979110718,492.0,48.0
21.480561017990112,492.0,0.0
22.007251977920532,505.0,49.0
22.5333251953125,505.0,0.0
23.059953927993774,493.0,48.0
23.585930109024048,493.0,0.0
24.112864017486572,509.0,49.0
24.638874053955078,509.0,0.0
25.16551923751831,500.0,48.0
25.691675901412964,500.0,0.0
26.218621015548706,489.0,47.0
26.744868278503418,489.0,0.0
27.271270990371704,517.0,50.0
27.797341108322144,517.0,0.0
28.324084997177124,1023.0,100.0
28.85031294822693,1023.0,0.0
29.376873016357422,1023.0,100.0
29.903038024902344,1023.0,0.0
30.429869174957275,1023.0,100.0
30.95598316192627,1023.0,0.0
31.48283815383911,1023.0,100.0
32.00912690162659,1023.0,0.0
32.53587627410889,1023.0,100.0
33.06203007698059,1023.0,0.0
33.58855986595154,1023.0,100.0
34.11482620239258,1023.0,0.0
34.6417350769043,1023.0,100.0
35.1677930355072,1023.0,0.0
35.69471597671509,476.0,46.0
36.22056293487549,476.0,0.0
36.746437072753906,0.0,0.0
37.272234201431274,0.0,0.0
37.79794692993164,0.0,0.0
38.32370114326477,0.0,0.0
38.84954905509949,0.0,0.0
39.375401973724365,0.0,0.0
39.90119409561157,0.0,0.0
40.42693114280701,0.0,0.0
40.953795194625854,560.0,54.0
41.48005199432373,560.0,0.0
42.007073163986206,551.0,53.0
42.53321719169617,551.0,0.0
43.060240030288696,564.0,55.0
43.58636116981506,564.0,0.0
44.113160133361816,556.0,54.0
44.63943099975586,556.0,0.0
45.16625690460205,564.0,55.0
45.692448139190674,564.0,0.0
46.219139099121094,597.0,58.0
46.74532198905945,597.0,0.0
47.27215814590454,1023.0,100.0
47.79840898513794,1023.0,0.0
48.32487511634827,1023.0,100.0
48.85107207298279,1023.0,0.0
49.37795305252075,1023.0,100.0
49.90399217605591,1023.0,0.0
50.43067288398743,1023.0,100.0
50.95688009262085,1023.0,0.0
51.483591079711914,1023.0,100.0
52.00961518287659,1023.0,0.0
52.53651809692383,1023.0,100.0
53.06262516975403,1023.0,0.0
53.589558124542236,1023.0,100.0
54.11565613746643,1023.0,0.0
54.64259219169617,1023.0,100.0
55.16875600814819,1023.0,0.0
55.695295095443726,1023.0,100.0
56.22141122817993,1023.0,0.0
56.74821209907532,1023.0,100.0
57.274537086486816,1023.0,0.0
57.80108404159546,1023.0,100.0
58.32736015319824,1023.0,0.0
58.85422611236572,1023.0,100.0
59.3804349899292,1023.0,0.0
59.90710520744324,1023.0,100.0
60.433173179626465,1023.0,0.0
